Clear Date,Product Code,Product Name,Financial Institutions Long,Financial Institutions Short,Managed Money Long,Managed Money Short,Physicals Long,Physicals Short,Others Long,Others Short,Open Interest,Symbol
2023-05-26,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,4137.0,5972.0,26250.0,12080.0,76297.0,93276.0,12576.0,7932.0,119260.0,C5TC
2023-05-26,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2337.0,2684.0,18101.0,18280.0,69171.0,79895.0,21413.0,10163.0,111022.0,P4TC
2023-06-02,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,4393.0,5636.0,22732.0,11577.0,70009.0,84331.0,11549.0,7139.0,108683.0,C5TC
2023-06-02,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2243.0,2732.0,16669.0,17247.0,64268.0,74973.0,20027.0,8255.0,103207.0,P4TC
2023-06-09,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,4413.0,5751.0,22807.0,11387.0,71371.0,85471.0,11789.0,7771.0,110380.0,C5TC
2023-06-09,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2223.0,2724.0,17248.0,17365.0,64191.0,75519.0,19965.0,8019.0,103627.0,P4TC
2023-06-16,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,4309.0,5533.0,24493.0,11550.0,74258.0,89558.0,11812.0,8231.0,114872.0,C5TC
2023-06-16,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2204.0,2716.0,16919.0,17437.0,66541.0,77229.0,20296.0,8578.0,105960.0,P4TC
2023-06-23,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,4296.0,5415.0,24540.0,11745.0,76859.0,91831.0,11958.0,8662.0,117653.0,C5TC
2023-06-23,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2168.0,2761.0,16954.0,18261.0,69441.0,79352.0,20368.0,8557.0,108931.0,P4TC
2023-06-30,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,4527.0,5353.0,25370.0,12171.0,73769.0,90154.0,12578.0,8566.0,116244.0,C5TC
2023-06-30,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2351.0,2795.0,16514.0,19163.0,68142.0,77310.0,21407.0,9146.0,108414.0,P4TC
2023-07-07,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,4434.0,5380.0,22013.0,12151.0,71459.0,85627.0,12081.0,6829.0,109987.0,C5TC
2023-07-07,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2509.0,2710.0,16798.0,19460.0,66235.0,75335.0,19619.0,7656.0,105161.0,P4TC
2023-07-14,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,4843.0,5471.0,20889.0,13012.0,73623.0,86514.0,12632.0,6990.0,111987.0,C5TC
2023-07-14,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2641.0,2716.0,17360.0,20789.0,68567.0,77266.0,20088.0,7885.0,108656.0,P4TC
2023-07-21,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5956.0,5374.0,20141.0,14301.0,74688.0,87651.0,13342.0,6801.0,114127.0,C5TC
2023-07-21,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2643.0,2733.0,18302.0,21987.0,70166.0,78598.0,20556.0,8349.0,111667.0,P4TC
2023-07-28,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5971.0,5326.0,18364.0,13508.0,76295.0,88243.0,13704.0,7257.0,114334.0,C5TC
2023-07-28,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2879.0,2735.0,18730.0,21587.0,71088.0,79619.0,19816.0,8572.0,112513.0,P4TC
2023-08-04,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5632.0,4978.0,15438.0,11893.0,68850.0,80448.0,12392.0,4993.0,102312.0,C5TC
2023-08-04,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2531.0,2349.0,17963.0,17619.0,61555.0,72362.0,17563.0,7282.0,99612.0,P4TC
2023-08-11,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6069.0,4883.0,14779.0,11921.0,70234.0,82233.0,13273.0,5318.0,104355.0,C5TC
2023-08-11,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2319.0,2235.0,17558.0,16773.0,62257.0,73491.0,18053.0,7688.0,100187.0,P4TC
2023-08-18,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6145.0,4959.0,14809.0,10178.0,69914.0,83336.0,13584.0,5979.0,104452.0,C5TC
2023-08-18,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2294.0,2141.0,19347.0,14335.0,63377.0,78056.0,18081.0,8567.0,103099.0,P4TC
2023-08-25,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6507.0,5020.0,14596.0,11785.0,73396.0,84671.0,13239.0,6262.0,107738.0,C5TC
2023-08-25,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2856.0,2809.0,19819.0,15221.0,67559.0,80746.0,16216.0,7674.0,106450.0,P4TC
2023-09-01,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6146.0,4935.0,13574.0,12617.0,67783.0,76153.0,12262.0,6060.0,99765.0,C5TC
2023-09-01,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2517.0,2675.0,19091.0,11648.0,61431.0,76330.0,14810.0,7196.0,97849.0,P4TC
2023-09-08,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6341.0,4784.0,12868.0,12422.0,69630.0,78632.0,13571.0,6572.0,102410.0,C5TC
2023-09-08,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2625.0,2677.0,19341.0,10379.0,63072.0,79881.0,15265.0,7366.0,100303.0,P4TC
2023-09-15,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6494.0,4544.0,13900.0,12223.0,70965.0,81497.0,13530.0,6625.0,104889.0,C5TC
2023-09-15,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2639.0,2682.0,20585.0,10345.0,64302.0,81841.0,15245.0,7903.0,102771.0,P4TC
2023-09-22,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6400.0,4431.0,16170.0,11307.0,72059.0,84426.0,12959.0,7424.0,107588.0,C5TC
2023-09-22,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2358.0,2718.0,21572.0,10728.0,66024.0,83130.0,15082.0,8460.0,105036.0,P4TC
2023-09-29,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6334.0,4465.0,18176.0,9553.0,71348.0,86169.0,12744.0,8415.0,108602.0,C5TC
2023-09-29,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2354.0,2873.0,22328.0,11446.0,64860.0,81360.0,15363.0,9226.0,104905.0,P4TC
2023-10-06,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5984.0,4408.0,20146.0,7132.0,67033.0,85269.0,11723.0,8077.0,104886.0,C5TC
2023-10-06,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2221.0,2779.0,21496.0,10360.0,61269.0,78158.0,14187.0,7876.0,99173.0,P4TC
2023-10-13,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,7543.0,6269.0,20329.0,6813.0,71174.0,89702.0,12049.0,8311.0,111095.0,C5TC
2023-10-13,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2093.0,2853.0,19670.0,10970.0,63798.0,78916.0,14974.0,7796.0,100535.0,P4TC
2023-10-20,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,7676.0,6421.0,20194.0,6960.0,72771.0,92634.0,13085.0,7711.0,113726.0,C5TC
2023-10-20,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2105.0,2908.0,17837.0,12503.0,65449.0,77660.0,15155.0,7475.0,100546.0,P4TC
2023-10-27,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,7699.0,6525.0,19359.0,8357.0,74436.0,92756.0,13411.0,7267.0,114905.0,C5TC
2023-10-27,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2087.0,2946.0,16734.0,16534.0,68120.0,75268.0,15227.0,7420.0,102168.0,P4TC
2023-11-03,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,7381.0,5851.0,13222.0,10902.0,69563.0,81723.0,13874.0,5564.0,104040.0,C5TC
2023-11-03,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2284.0,2619.0,15921.0,19003.0,62230.0,65546.0,14667.0,7934.0,95102.0,P4TC
2023-11-10,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,7188.0,5641.0,13386.0,11215.0,70254.0,83017.0,14585.0,5540.0,105413.0,C5TC
2023-11-10,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2106.0,2512.0,15083.0,19823.0,63361.0,66037.0,15368.0,7546.0,95918.0,P4TC
2023-11-17,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,7059.0,6071.0,16427.0,8931.0,68668.0,86387.0,15850.0,6615.0,108004.0,C5TC
2023-11-17,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,1730.0,2936.0,16617.0,15813.0,66306.0,71618.0,15252.0,9538.0,99905.0,P4TC
2023-11-24,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,7070.0,6375.0,24144.0,10288.0,79988.0,96401.0,6738.0,4876.0,117940.0,C5TC
2023-11-24,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,1791.0,2995.0,23217.0,16101.0,73293.0,82319.0,7906.0,4792.0,106207.0,P4TC
2023-12-01,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,7178.0,6114.0,24178.0,10770.0,77231.0,93626.0,6874.0,4951.0,115461.0,C5TC
2023-12-01,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2038.0,3096.0,25973.0,12459.0,66753.0,82216.0,8143.0,5136.0,102907.0,P4TC
2023-12-08,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6876.0,6116.0,23378.0,10839.0,77034.0,92732.0,6637.0,4238.0,113925.0,C5TC
2023-12-08,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,1905.0,2873.0,26391.0,10358.0,68014.0,85212.0,6894.0,4761.0,103204.0,P4TC
2023-12-15,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6397.0,6132.0,23987.0,11270.0,80966.0,96123.0,6823.0,4648.0,118173.0,C5TC
2023-12-15,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2212.0,2684.0,27093.0,11027.0,71582.0,89089.0,7063.0,5150.0,107950.0,P4TC
2023-12-22,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6280.0,5862.0,23284.0,11447.0,80250.0,94367.0,6027.0,4165.0,115841.0,C5TC
2023-12-22,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2376.0,2738.0,27497.0,10500.0,70981.0,88722.0,6615.0,5509.0,107469.0,P4TC
2023-12-29,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5804.0,5649.0,21124.0,9704.0,74362.0,87828.0,5594.0,3703.0,106884.0,C5TC
2023-12-29,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2218.0,2499.0,26778.0,9204.0,63577.0,82684.0,6177.0,4363.0,98750.0,P4TC
2024-01-05,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5619.0,5771.0,21070.0,9408.0,77419.0,90142.0,5277.0,4064.0,109385.0,C5TC
2024-01-05,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2410.0,2942.0,26659.0,9751.0,65972.0,84445.0,6097.0,4000.0,101138.0,P4TC
2024-01-12,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5895.0,5636.0,24397.0,9232.0,76789.0,93473.0,5476.0,4216.0,112557.0,C5TC
2024-01-12,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2207.0,3110.0,26524.0,10670.0,68550.0,86178.0,6547.0,3870.0,103828.0,P4TC
2024-01-19,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5963.0,5771.0,25206.0,10863.0,80366.0,96702.0,6232.0,4431.0,117767.0,C5TC
2024-01-19,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2333.0,3327.0,28572.0,11764.0,71570.0,89801.0,6633.0,4216.0,109108.0,P4TC
2024-01-26,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5967.0,5946.0,24328.0,11055.0,83254.0,98569.0,6745.0,4724.0,120294.0,C5TC
2024-01-26,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2462.0,3271.0,30916.0,11409.0,71838.0,92645.0,6685.0,4576.0,111901.0,P4TC
2024-02-02,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5742.0,6058.0,23440.0,10188.0,76397.0,90965.0,5952.0,4320.0,111531.0,C5TC
2024-02-02,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2314.0,3578.0,30931.0,9704.0,64788.0,87152.0,6117.0,3716.0,104150.0,P4TC
2024-02-09,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5777.0,6228.0,23696.0,11588.0,80119.0,93402.0,6575.0,4949.0,116167.0,C5TC
2024-02-09,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2264.0,3167.0,32070.0,10271.0,67376.0,91055.0,6152.0,3369.0,107862.0,P4TC
2024-02-16,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5858.0,6240.0,23519.0,12766.0,82576.0,94850.0,7250.0,5347.0,119203.0,C5TC
2024-02-16,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2199.0,3154.0,31756.0,10912.0,68368.0,90860.0,6259.0,3656.0,108582.0,P4TC
2024-02-23,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6381.0,6495.0,25376.0,14798.0,86732.0,99761.0,7503.0,4938.0,125992.0,C5TC
2024-02-23,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2200.0,3227.0,32247.0,11662.0,71192.0,94144.0,7495.0,4101.0,113134.0,P4TC
2024-03-01,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5895.0,6707.0,24371.0,12993.0,82814.0,96897.0,7839.0,4322.0,120919.0,C5TC
2024-03-01,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2253.0,3128.0,32373.0,9869.0,64722.0,89748.0,7235.0,3838.0,106583.0,P4TC
2024-03-08,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6024.0,6772.0,23991.0,14151.0,84584.0,97727.0,8570.0,4519.0,123169.0,C5TC
2024-03-08,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2273.0,3027.0,33217.0,10861.0,65154.0,89950.0,6984.0,3790.0,107628.0,P4TC
2024-03-15,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5797.0,6643.0,26151.0,13961.0,87071.0,101237.0,7683.0,4861.0,126702.0,C5TC
2024-03-15,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2372.0,3525.0,33429.0,12543.0,68294.0,89715.0,5881.0,4193.0,109976.0,P4TC
2024-03-22,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5643.0,6791.0,28179.0,14664.0,87899.0,103115.0,7623.0,4774.0,129344.0,C5TC
2024-03-22,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2599.0,3349.0,34359.0,14690.0,68614.0,89419.0,5906.0,4020.0,111478.0,P4TC
2024-03-29,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5523.0,6570.0,24089.0,11829.0,78373.0,91419.0,6814.0,4981.0,114799.0,C5TC
2024-03-29,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2311.0,2982.0,31381.0,12976.0,59794.0,79956.0,5682.0,3254.0,99168.0,P4TC
2024-04-05,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5496.0,6336.0,23390.0,12781.0,78649.0,89996.0,6439.0,4861.0,113974.0,C5TC
2024-04-05,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2196.0,2859.0,30755.0,13151.0,60364.0,79957.0,5886.0,3234.0,99201.0,P4TC
2024-04-12,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5771.0,6655.0,24082.0,13034.0,81500.0,92928.0,4888.0,3624.0,116241.0,C5TC
2024-04-12,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2175.0,2834.0,30537.0,13588.0,62629.0,81741.0,4754.0,1932.0,100095.0,P4TC
2024-04-19,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5804.0,6714.0,23619.0,12025.0,79294.0,91783.0,5038.0,3233.0,113755.0,C5TC
2024-04-19,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2288.0,2882.0,28864.0,13393.0,59830.0,77786.0,5063.0,1984.0,96045.0,P4TC
2024-04-26,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6036.0,6826.0,25182.0,13223.0,79579.0,92462.0,5032.0,3318.0,115829.0,C5TC
2024-04-26,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2285.0,2979.0,29000.0,14232.0,59840.0,77091.0,5174.0,1997.0,96299.0,P4TC
2024-05-03,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5826.0,6483.0,23919.0,10618.0,74522.0,89520.0,4873.0,2519.0,109140.0,C5TC
2024-05-03,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2102.0,2692.0,28110.0,12534.0,54626.0,73148.0,4760.0,1224.0,89598.0,P4TC
2024-05-10,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5748.0,6482.0,23322.0,11034.0,76487.0,90255.0,4774.0,2560.0,110331.0,C5TC
2024-05-10,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2269.0,2635.0,29164.0,12586.0,55865.0,75281.0,4568.0,1364.0,91866.0,P4TC
2024-05-17,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5724.0,6472.0,24495.0,11393.0,78156.0,91884.0,4500.0,3126.0,112875.0,C5TC
2024-05-17,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2526.0,2730.0,30840.0,14164.0,56665.0,75823.0,4343.0,1657.0,94374.0,P4TC
2024-05-24,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5758.0,6573.0,25138.0,11762.0,79826.0,93607.0,4519.0,3299.0,115241.0,C5TC
2024-05-24,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2831.0,3110.0,31116.0,14579.0,58526.0,77930.0,4714.0,1568.0,97187.0,P4TC
2024-05-31,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5948.0,6790.0,24321.0,12056.0,78747.0,91230.0,4460.0,3400.0,113476.0,C5TC
2024-05-31,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,3242.0,3507.0,30044.0,14605.0,58626.0,76941.0,4798.0,1657.0,96710.0,P4TC
2024-06-07,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6056.0,6854.0,23450.0,9915.0,75827.0,89952.0,4047.0,2659.0,109380.0,C5TC
2024-06-07,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2956.0,3456.0,28453.0,13469.0,56675.0,74052.0,4312.0,1419.0,92396.0,P4TC
2024-06-14,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,5996.0,6832.0,22487.0,10036.0,76307.0,89678.0,4495.0,2739.0,109285.0,C5TC
2024-06-14,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,3080.0,3560.0,26826.0,14932.0,58063.0,72446.0,4370.0,1401.0,92339.0,P4TC
2024-06-21,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6525.0,7319.0,23683.0,10477.0,76740.0,90663.0,4215.0,2704.0,111163.0,C5TC
2024-06-21,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,3033.0,3450.0,27089.0,16970.0,61286.0,73786.0,4391.0,1593.0,95799.0,P4TC
2024-06-28,CWF,SGX Baltic Capesize Time Charter Average (5TC) Futures / Option,6373.0,7303.0,25199.0,10589.0,76592.0,91224.0,4010.0,3058.0,112174.0,C5TC
2024-06-28,PVF,SGX Baltic Panamax Time Charter Average Futures / Option,2992.0,3469.0,27979.0,17654.0,62610.0,74528.0,4319.0,2249.0,97900.0,P4TC
